comment_text
👏😍
Mudah2an telkom university kedepanya makin jaya
Semoga Telkom bisa menjadi lebih baik dari tahun sebelumnya
🙌❤️🙌❤️🙌❤️
AAMIIN 🔥🔥🔥
Maaf bapak ibu buat ambil ijazah bagaimana yaa? Karna banyak dari kami butuh ijazah untuk kerja 🙏 Semoga Tel-U jaya
"KAPAN KAMPUS KASIH KEPASTIAN APAKAH SEMESTER DEPAN PERKULIAHAN OFFLINE ATAU ONLINE, tolong kasih keputusan SECEPATNYA dong."
maaf admin masih bisa daftar untuk masuk ke telkom ga ya?
Merek vaksinnya apa ya kalo boleh tau?
Bisa diinfoin jenis vaksinnya apa ngga?
"Halo min, misalkan bekas penyintas, jangka waktu penerimaa vaksin brp lma ya?"
@susu_bengbeng
SEMOGA LULUS DAFTAR JALUR BEASISWA KIP-K DI SINI.❤️
Untuk berita acara dan surat izin orang tua bisa didapat dimana ya min?
"min, kalau calon maba boleh ikutan gak? atau khusus yang sudah jadi mahasiswa"
@iqbal_akbar25
Skutt
"selamat malam admin, saya ingin bertanya, untuk mekanisme online test apakah boleh suaranya di mute ketika sedang melaksanakan test?"
min saya dah daftar kok ga dapet email berita acaranya ya?
"Kak ini kalau udah terlanjur daftar untuk tanggal 5, bagaimana? Karena saya hanya bisa pada tanggal tersebut saja🙏"
Warga bojongsoang ga bisa ya? 😬
"Semoga lolos disini aamiin, pengen banget kuliah disini😍"
Sudah ditutup yah. Ada lagi kapan😢
"Halo min, saya belum dapet email apa2. Itu gimana ya? Terimakasih"
"Min mau nanya karna pergantian jadwal jadi bentrok sama jadwal uas min, apa vaksin nya bisa diubah sesinya min?"
"@alumniendowment_univtelkom kolaborasi jugak minn biar untuk almuni jugak bisa ikutan vaksin, agar gak kalah sama alumni kampus sebelah. @telkomuniversity @ditmawa_univtelkom"
Kalo daftarnya terlambat gmn
Sampe hari H ga ada kabar lagi terkait vaksin (sms/email) terbaik banget lah. Makasih.
Halo kak kalo belum kebagian vaksin terus gmana ya kak
min apakah masih bisa daftar vaksin?
masih danau galau g sih ini namanya? 😂😂
Renang dsitu.. Kenangan ya @jihaddwic1101 @faiqadi
Cuma mau bilang semoga cepat cepat offline ya kuliahnya apalagi akt 2020
Ini belah mana ya demi apa ada ini skrng slide terakhir liat @tellyyosephine
"Selalu ingat, karena dulu tahun 2012-2015 klo jogging selalu di Danau Galau.. 😍❤️"
Teringat disini kami sering menunggu sibuah hati pulang dr kuliahnya...tp krn ip yg di berikan kecil sampai sekarang sibuah hati masih terus berusaha...harapanku semoga Telkom University dpt memberinya kesempatan utk mengabdi...🙏🙏🙏
Pengumuman jalur kip tanggal berapa min?
Kapan kuliah tatap muka nya??????
Wah yg slide ke 4 sebelah mana ini
"Bentar dulu min, ini danau galau bukan? Atau ada yg baru lagi?"
"Astagaaa skrg rindang dong, 6 tahun lalu masih gersang sampe nyumput2 klo siang2 jalan saking panasnya🥲🥲 @agyfebiardewi @allindianty @ay.ayik @yuliani.sihite"
@xvqywo
Sedihh bangett ngga lulus sleksi ikatan dinas:( telkom adalah impian aku :(
"Tel-U world University... Semoga seluruh civitas, alumni dan lembaga yang bernaungan dibawahnya Sukses terus memberikan manfaat ✊✊"
Hahaha danau galau makin keren aja
Best spot jogging track 2013-2017 ❤ Danau Galau 🤗
Dayeuhkolot ditinggal 4 taun jadi begini. Wkwkkw
Ya ampun keren banget kampus aku sekarang.
Akreditasi S1 Teknik Komputer belum A/Unggul ya min?
Jadi keren gini anjir
"Kalau selesai kelas, suka banget duduk di tepi danau sambil kasih makan ikan 🥰."
YaAllah udah jadi ajaaa
😍
"Bojong Soang yg dulu kampung kumuh, jorok dan tertinggal, kini beda dg dinamika perekonomian sgt nampak. Tel-U py peran utk itu."
Markas Avengers cabang kota Bandung
Apa bisa mendapatkan info untuk pendaftaran
Kampus Marvel hehe
Setelah lulus bangunan jadi bagus 😂😂😂
"Maaf Min, ""di ambil"" seharusnya ""diambil"" sesuai EYD. Hatur nuhun 🙏"
Markas tony stark cabang indonesia
❤️
"Wow hijau sekali yaa, Petaninya Rajin sekali menghijaukan lingkungan, sampe telkom bangga yaaa TURUT BANGGA HAHAHAHA @msnugraha_ @adhitriyanaputra @nj_jonny @dzulfikarhafizh @denzapdenzap @ranggaap62011 @hadiansyah_yadi"
Jgn diabisin sawahnya ya min...
"Hallo kaka, assalammu'alaikum. Meskipun pandemi, jangan lupa kirim hadiah buat orang2 terdekat ya.. boleh pesan ke @bingkisan_kado_bouquet . Hatur nuhun 🙏 semoga sehat selalu. Happy graduation"
Kamu ga mau kuliah lagi? @muftialiiirahman
Kerennnn pisaaaannn 😍
Kok keren 🔥
Ada yang udah daftar KIP*k disini :') ??? Semoga kita Lulus Ya 🥺
Telkom terima aku😭
Hijau tapi panas 🔥
Editan pasti bilang ini hater 🔥
Menara Babel
"Apakah kehijauan itu dapat di pertahankan? Dan dapat dinikmati tak hanya oleh civitas akademika telkom saja, tapi oleh warga sekitar? Kami hanya bisa menyaksikan tidak bisa menikmati"
Mau informasi ujian susulan fik dong min huhu lagi rawat inap ini😢
Wagelaseeeeh
ini kayaknya kalo masuk kedalem pasti ada bruce banner sama tony stark lagi eksperimen 😁
@yosafiandra 🔥🔥🔥
ini yang mana sih gan wkwk waktu jaman kita kuliah mah belum ada yah? 🤣🤝 @annisaghani
Bagus cara fotonya👏 pake filter nd lebih jozz lagi nih langitnya
"Woaah 😮, tapi syedih belum wfo 😢"
Keren sekali ❤️😍
"Njir view dari jalan mengger, tempat kontrakan kau dulu @kukuhabdu"
Estete telpon 🙌🙌🙌
Keren @yosafiandra 🙏💪❤️
TULTID TOWER??
Itu kangkung atau apa sih ?
Itu gedung nya cuma satu ?
Ada yang daftar mandiri😢
harusnya anglenya dari sini sahabat @dimsyooo
Wahh min kurang satu logo telkom yang besar hehe supaya bagus
Logo avengers nya mana min?
Yahh sayang banget kalau gk di pake gedung nya online terus 😢
👍👍👍👍
Pengen kuliah disitu tapi kata temen mahal😢
Udah tambah bagus aja ya
STT TELKOM!!! 👍👍👍
goks..
"markas power rangers, di dalemnya ada alpha sama zordon"
dari sukapura kan min? 🗿
Makin rindang ya.. tempat jogging favorit jaman kuliah dulu 😁
Keren..👏👏
finally ga keliatan gersang pas awal2 kuliah 😂
prestasiku nganggur
"Allahumma sholli 'ala sayydina Muhammad, semoga ketrima di tel-U"
Apakah ini yg dulu antara gedung B dan masjid syamsul ulum?
Keren 👏👏👏
Anak saya hari ini jg UTS 2 mata kuliah. Kangen katanya pgn ke kampus. Blm pernah menginjakkan kaki si kampus Telkom Univercity
Min ko penunggu danau galau nya ga ada
Halo kampus telkom tolong info dong anak yg namanya anisa sabila septianadewi fakultas manajemen blm lulus dia sedang kena case arisan bos yg blm bertanggung jawab utk di bayarkan tolong dong pihak kampus tindak lanjutin perihal ini kerugian ampir 3M ini sangat mencoreng nama kampus university telkom atas pelaku ini sebelum kesebar di ig dan telegram
"Semoga yaa tahun ini bisa ngerasain jadi maba @telkomuniversity jadi bisa nongsky² di situ tekno,, yaa walaupun hanya sekedar liat sunset pun.. 🙌🔥🔥 amiiin"
Mantap
Bojongsoang Rasa Kyoto
Disini ada yg sama daftar lewat kip-k gk?
"Hello telkom university , di nomor brp sy bisa hub telkom university? No yg ada tdk bisa di hub. Lgi urus daftar online utk verikasi data dari kemren blm ada info. Ada yg bisa bantu jawab ?"
kapan mulai masuk kampus?
Manteppp @rayyanars
Apakah ada beasiswa min?
Maa syaa Allah 😍
Apakah semester depan offline?
@muti.ararnst nihh mutt..
@aryadisaputra gaassss gaasssss
Tolong dibuat sharing session nya ya @telkomuniversity. Biar bisa nanya lbh detail. Tks. 👍
@ranggaaardi pindah ngga
rinduuuu asramaaa
asrama f apa kabar ya? kngn. @lanlunch.lunch @desyaptr.s @tsasf_ @noviandhaaa
KANGEN BANGETTT😢😢
@nadhifaaaz azek nak telkom nich
Ini mah sunset
Sayangnya tak pernah menikmati asramaa cok cokk ....
bismillah ke terima di tel u
Kamu jd estetik sekaliiii kampusku:')😍
@ciskasilvioktavia21 bismillah
Ni asri bukan c @annisanuramrilia
@adillasfr @ukarima @wulan_dwis kangen ga ?
@fidaseptianiputri kgn gasi😢
huaaa kangen❤️ @pinkyistianti @noviyoong @jullianne97
Pengen kuliah lagi🙋‍♂️
Kangen juga ❤️
@nitaadm
“Aku tunggu depan asrama D ya” @fdllhfz @deeeella
Hmmm sangat tercium aroma coklat
Sholawatin dulu❤️
Ini kuliah ikatan dinas ya
Asrama nya bayar?
Andalan ka 🔥🔥
"Ingatlah senja memang mempesona, tetapi fajar lebih menyegarkan hati"
Semoga pandemi segera berlalu anak ank Telkom bisa offline kembali dikampus Telkom 🤲
kak pendaftaran beasiswa apa harus membayar?
Pengumuman beasiswa jalur agama blm ada ada...pdhl katanya tgl 15 klo liat di Ig
"Asrama impian, aku gagal 2 kali masuk telkom😢"
❤️❤️❤️
ingfo tahun ini offline/onlen?
Kangen
@dewidiahhh @haniadut @putri_charinaa @terlahiruwu ada yang kangen asrama gaa? Wkwkk
maba 2021 bakal masuk asrama ga nih min?
👍👍👍
KK kalo udh cetak kartu.. lanjutan nya kykmna?apa nunggu hasil nya? mohon jwb KK🙏🕊️
Min kalo boleh tau pengumuman kelulusan kipk kapan ya
@nabilasarash @binartiff @indrilnas
"7 tahun berlalu, apakah airnya sudah bening?😁"
"Ini kayaknya pagi deh, waktu orang orang siapin Danusan 😄"
@zidnieilmaa @hmaylasari kamar lantai 3 paling pojok pernah kita banjirin wkwkwkwkwk
Kangeen gaksiii @dianesper
Kangen jg yaa busengg nyari seblak malem22 @nindyatys @tyasrd @zahranikh_
Tahun ini ada asrama gak?
"Izin comot fotonya ya min, mau buat quote"
Cek IG ku kalo ada yg mau lihat quote
Caption nya senja tapi yg difoto pagi hari 😌
Min ada jumlah pendaftar dan yang lolos dimasing2 prodi taun kemarin gak??
"Angkatan 2019 be like, Tiba-tiba dah mau semester 5 aja ;)"
Bukannya asrama telu banyak 👻 :(
@nffazy_ ayoo🥺🥺
Niat awal: menikmati senja .... Realitas: malah udah masuk semester senja 😢😢😢😢
kalo udh daftar dan pilih prodi wajib isi diweb kipk ptsnya juga?
Bismillah
@viona_corneliaa mirip mdn wkwk
"Jadi ga sabar nunggu hasilnya nnt. Semoga memuaskan, aamiin💙"
@fadlyfptr behh kerenn di repost 🙌🙌👏👏🏻👏👏
Ini biaya tinggal di asrama telkom brp ya?
@fadlyfptr keren brou
Taun ini ada wajib asrama nggaa..?? Pgn asrama niih😢
Bismillah Telkom
biasanya di iringi dengan bau pabrik coklat
th sekarang offline gak yaa?
Info2 beasiswa telkom?
@fadlyfptr bangga gue bangga
Hey hey heyyy @fadlyfptr
bah mantap betul bosku @fadlyfptr
Parah siii @fadlyfptr 🔥
Kgn
Tahun ini masih ada wajib asrama ga? Males nyari kosan😂
Kapan yah offline.. Kangen ngampus putraku.. Masuk kampus br 6 bln thn 2019..eeh pandemi datang.. Online akhirny.. smg smuany cpt pulih dan normal lagi kaya dl.. Aamiin yra
Semoga
Rinduuu
"Iyeiye yang estetik alias kgn ngampus :"""
Andai kemarin aku diterima ditelkom 😌
F109✨ @ayuhernowo @dsytanadine @sri_nurrahayu
@chintyanisa @adrianacahyani @jessjasjus soon 🥺 tp gua ga😒
Bismillah telkom🙌
@cha_zi_zah
@ivansheva_
@am1ncmd sung kasih paham 🤣
Huwadu😍
Kerennnnnnn
Untuk SMB PJJ nya msih di buka kak?
😮😍
Keren sih
"@wildandhama anjass, langsung di gas dong S2"
Syarat S1 jurusan apa?
Kira2 bisa dicek dimana kurikulumnya untuk prodi S2 baru ini? @telkomuniversity
"joss, kek kampus sebelah ada s2 cyber security"
gokilll
KEREN BANGET😍😩
Teknik Fisika ndak bisa yak 😁
Menarik
"😍keren Tel-U, terus bisa memberikan manfaat 🤗👏"
Iboh ndak ade ikom @kmartwork_
Semester depan online lagi ya?
Mau tanya min untuk maba tahun ini masih online enggak?
Selamat👏😍 keren banget PTS impian
Maa syaa Allah Tabarakallah ❤️
Congratulations TU!!!! Keep shining✨
"Min, ada info jumlah pendaftar dan yang diterima masing2 prodi taun kemarin gak?"
Yuk kita jauhi narkoba ✊✊
Jarikan macal setan 4 h+ kalo maen game dasar
@tanfinki
Fix online berarti ya semester depan
"Admin,ujian cbt nya tgl 25 juni nggak ada ya?"
"Terbaik …. Yang blm clear, kalau untuk bencana yang menjadi salah satu kendala (selain power), bagaimana dgn transmisinya? Apakah pakai satelit, optic atau teristerial atau bagaimana?"
@dipalaksanaa
👏👏🔥🔥🔥
Goks🔥
Maa syaa Allah
Josss 🔥🔥❤️
Jadi pengen masuk telkom
🔥🔥
Terbaik
Jadi hanya sebagai repeater ya
Sinergi bangun negri 🔥
🔥🔥🔥
"Tekhnologi tepat guna, solusi buat daerah bencana, pelosok-pelosok yg tertinggal... Alhamdulillah atas kehadirannya👍👍"
kerennn
👏
Si bundo naek dolak @fkfauzi27
Koq musiknya sedih gitu? 😅
Proud for being a part of @telkomuniversity .. 😍👏❤️
👏👏👏👏
Keren!🔥
"Dosennya lulusan mana nih, kreatif bgt"
@iniagniam ini waktu ka iti sibuk di lab sampe ninggalin ka ica belajar sendiri. maafin kk yaa ;(
👏👏
kok ga boleh 2 masker medis?
Pengumuman seleksi KIP kuliah tanggal berapa ya kak ?
"Mau ikut kampus mengajar tapi surat rekomen PT masih nunggu minggu depan, pupus dah 😭😭😭"
😍😍😍
Kak ada yg bisa bantu jawab gak nih.. Mau daftar bingung pilih jalur utbk atau raport ya.. Skor utbk nya 400 apa bisa masuk ya 😢
makin bangga sama TelU🔥
"Jumlah publikasi?? Well teljuy masukiin mahasiswa per angkatan +- 8.000 mahasiswa, 8.000 klo di unpad ama itb udh berapa angkatan tuh? Wkwk well jangan dlu bangga ama webometric atau apalah ini.. selama biaya kuliah semakin mahal, telat lulus tetep bayar FULL, jalanan di luar kampus bolong bolong, gedung Teknik msh panas, apakah ini msh bisa no 1 swasta di INDO? , mnurut saya msh blum bisa di sandingkan bahkan oleh sesama swasta di bandung sperti Unpar, Binus, dan lainnya #cmiiw"
@_rizkimridwan keren amat bang uni lo 😻 semoga telkom makin high ya 😍
DIAKUI BUKAN MENGAKUI WKWKWKWKW YAKALI😂😂
Buset diatas ITB
Min pengumuman jalur kipk kpan yaa?
Keep it up
Bravo Tel-U
Aaaa semakin yakin gabung jadi keluarga tel-u 😍😍
Pengen kesini tp sadar diri😢
GG
Bangga bgtt❤️
Pengumuman jalur kip kapan min?
👏👏👏
Wihi @adjiepam.dj
cara batalin pendaftaran beasiswa aperti gmn ya min?
@alina_ntp lagek peringkat 1 pie ale ora wahh
Bismillah semoga lolos Jalur KIP di Telkom kampus impianku...😍
Bismillah. Semoga bisa menimba ilmu di Telkom-U 🙏
@akbarymam
@akbarymam_
Alhamdulillah
Saya #ITTelkomBandung #STTTelkomBandung
Masya Allah mantap
"Wahhhhh,keren sihh"
progress teruss kampusku🔥😍
Buka Online Learning Program donk min buat S1
@ragatitipan @daffakhusumah sdh bnyak cabangnya nih wkwkw
Ayo bung @dawamdjs segera buka ITTelkom Jogja.. pasarnya bagus nih 😂
Mantep
Akreditasi nya apa?
@rjmutsu @ryudan_1011 perlu diundang juga ga ini UKM Esportsnya ? :)
"Selamat IT Telkom Jakarta 🔥Bagi yg ingin belajar menyusun daftar pustaka dengan Mendeley, kami mengadakan kelas gratis. Buat skripsi atau tugas kepake bangets. Pendaftaran melalui link bio kami ya 🙏"
kampus anti mainstream dan competable
Saran utk mars nya nanti kiraw gini aja ya min:
Wkwk depan sekolah
"Min, mohon infonya apakah tahun ini masih buka pendaftran mahasiswa baru angkatan"
Knp di cabangin segala!
Selamat Pak Andi 🙏
Barakallah pak 🙏🙏
"Selamat memasuki masa purnabakti untuk Ibu Rina, dan selamat menjabat untuk Pak Andi, semoga amanah dan berkah 🙏"
Mantap pak andi
Barakallah pak🙏
"Selamat Pak @andijoko1 atas amanah Baru nya, terima kasih bu @rinadpasaribu atas dedikasinya yg luar biasa.

Sehat-sehat Bapak dan Ibu

🙏🏼🙏🏼🙏🏼🙏🏼"
@annissadrv
"Terimakasih bu @rinadpasaribu , semoga selalu sukses dimanapun ibu berada. Salam kenal bu, saya Salwa putri Pak Udin yang pernah ibu bantu untuk masuk tel-u. Terimakasih banyak ya bu sudah membantu kami, jasa ibu sangat berharga bagi keluarga kami. Mohon maaf ya bu saya belum pernah mengucapkan langsung rasa terimakasih ini, semoga ibu sehat selalu yaa❤️ amiin."
Selamat pak andi🙏🙏
"Buset, kalo ketemu pak andijoko pasti d sapa ""kemana mas, lagi ngapain mas?"""
"dear admin, mohon dibantu balas DM ya min 🙏 terima kasih"
"Selamat memasuki masa purnabakti, Ibu @rinadpasaribu, sehat & selamat senantiasa. Selamat mengemban amanah baru, bapak @andijoko1 🙏"
Selamat pak Andijoko! Sukses selalu pak 🔥
Waaaah selamat pak andi👏👏👏❤️❤️❤️
"Selamat Pak Andi, semoga sukses dan amanah dengan jabatan barunya pak 🙏🙏🙏"
"Selamat Pak Andijoko, semoga amanah selalu ya bapak baik🙏"
"Bismillah, silahkan di order utk bunga ucapannya..bisa standing flower, bouquet dll. Makasih..semoga selamat, sukses & sehat selalu."
"Waaahh selamat pak andijoko @andijoko1, terimakasih pernah menjadi bapak dari semua ormawa pada kala itu❤️"
"Selamat datang kembali,Pak Andijoko!"
Selamat Pak Andijoko semoga amanah dan sukses selalu Pak 👏🏻👏🏻👏🏻
the man in the right place. congrats pak Andi
Barakallah dan selamat pak andi 😊🙏🏼
selamat Pak Andi ✨✨
Barakallah pak @andijoko1 hohohoh. Bapak yg mnginspirasii. Selamat bergabung kembali di Tel-u😍😍👏
🙌😍
🙌🔥❤️
Sorry nyempil Angkatan tahun ini udh ada grupnya blm ya?
Gku ya
"Difoto dari gd. Bangkit, isn't it?"
Kok banyak pohon? Sudah tidak gersang lagi? 😂
GKU ya?
Sudah tampak menghijau menyatu dengan alam ya 😍
geus garede wae tangkalna euy
"Kampus impian yg ga takdirku:"""
"Sawahnya ilang woyy, itu belakang asrama gedung apaan ya??"
pohon parkiran udh gede 🥺 udh ga gersang lg euy
kangen bgt kuliah di gku😢
"Kangen jualan di wisuda @telkomuniversity mahasiswanya royal2 😍... Yuks meskipun pandemi, jangan lupa berbagi. Hadiah buat kawan bisa order ke sini ya ka @juragan_bingkisan. Hatur nuhun"
Gku donh. Omg ternyata sejau itu perjalanan dari gd 12 ke gku?? Kalo di jalanin ga sejauh itu deh kayanya
Selalu dah. Pas udah lulus malah makin cakep kampusnya
"Foto sebelum jd tempat isoman, nanti isinya rame mobil"
kampus isoman
Rindunya😢
Gku dong
Lho he pangling
Pengumuman Telkom Jalur KIP kuliah kapan ya min.?
dari lantai paling atas Gedung Tokong Nanas😍
Rindu rujak bekbek di bawah gedung ini
msu
Huaaaa kangenn gku😢
"kebayang dulu jalan kaki dari asrama ke feb ngelewatin jalanan gersang itu, eh skrg uda ada pohonnyaaaa"
selamat
terima kasih pimpinan segenap civitas akademika telu tengkiu supportnya ya anakanak pintar
dosen ml wadek 1 open volunteer bust dataset orsng berpengaruh selamat suyanto
suy my favorite lecturer sehat sungkem
idolakuuu
masha allah congrats suyanto
kereeennn bangga mahasiswanyaaa
bos suy mantap sih inget banget 4 konsep dasar ai ampe gara2 beliau makasihpak ilmunya
pembimbing si ugi bayualdebaran bayusandya
pa suyanto
muda
suyanto dosen pembimbingku
telkomsel lemot
waaah masyaallah suuuyy kereen
masyallah
legend
suyanto terkereeen
selamat suyantoooo
selamat suyanto
masyaallah sukses suyanto bangga mahasiswa bpk
dosen ai kebanggaan
keren
hrnasution gemafathur riodp35
shallyatamaraa i got yuuu
daftar jurusan yg tu aja kak
semoga deadline videonya diperpanjang ya pengiriman toganya sampai2 hehe
deadline video besok toga dikirim gimana guys
toga aja kekirim
oh jg yg blm kedapetan toga
tuh 10 detik dalem videonya bareng keluarga ya 10 detik
700 menang lomba skala nasional engga pelakat mahasiswa berprestasi
masyaallah selamat suyanto
menunggu toga 14 nov
toganya sampee
nyumbang salah 1 video gk sih
novaliapopy
toga dikirim minmohon kesediaan diperpanjang mengunggah videonya telkomuniversity baaunivtelkom
adityaanugrohoo didiksurya2 dennytrianda ichelical
toga nyampe nyampe nih btw
toganya aja sampe nih
toganya manaa
toga belom sampe minn
batas 13 november toga dikirim
dosen pengujiku
congrats
mantap menginspirasi achieve prestasi
boss kharismabaniadam sepedaan
bismillah cepet masuk kuliah offline
wow keren thn 2000 msh mevvet sawah
dih gue lulus jd keren wkwkw
posocon hayu olahraga
rismunnn ixzahlutf
rhmhaprianti ganggip
daring ya kak yg gabisa ngasih gift langsung yu kepoin colourbouquet area bandung delivery langsung loh kak ongkir 10k
drewyanto10
pengenn kampus
alhamdulilah wisuda ya gpp wisudanya daring ya adek2 semangat inget putriku lulusan tel you hee sulung lulus thn 2016 langsung dpt kerja beda dg sulung wisuda cerita kenanganya gitu putri bungsuku lulus thn 2020wisuda nya daring alhamdulilah bgtu wisuda langsung terima kerja bgtu dg adek2 langsung terima kerja ya ucapkan selamat ya untyuk
nurmaajid
hahahahahaha adindafatihah dwtrianaur
minn toga dll diambil langsung kampus gaa ya
toga aja belom nyampe kerumah deposit doang gede kinerjanya lelet batas pengiriman video tgl 13 sdgkan tgl 11 aja dikirim toganya
toganya blom nyampe ni
ithinswift
nmaharanii
inget manalu
sasmithas
debut shallyatamaraa
duh keburu anak pjj gw
kampus ku
terbaik
suyyyyyyy
masha allah barakallaah suy udah kereeen emang buku2nya jugaa
amazingly awesome suyanto
masyaallah
suyanto best
masyaallah the best suyanto
selamat ya putriku alumni tel you bgtu lulus lanngsung terima kerja tel you tks
lapang bola rektorat cakep bgt
alhamdulillah
mantap suy gak salah jadiin dosen pembimbing asisten beliau
masya allah congrats
hah dimanaa dah
walapun gak kuliah kampus telkom cuman kemaren menjajakan kaki tes skd cpns 2021
anjayy
kantor rektorat msu kayanya
telkomcalisthenics markas baru
keren mas
betah lingkungan telkom inimah
what an achievement suy ngga salah pilih beliau dospem
keren banget
mantep nih bestie tiurhtb
bismillah rambutnya berwarna
ayuk temen2 lupa nnton yaa
diskon 363 jgn naikki harga terrus biar pelanggan setia gembira era corona diskon 70
hahahaha kang dadan teh kimungkimung
1qyvx inget gambar
want spread word quickly people location use free bostapp connect easily localswanna quickly boost social life local join bostapp connect new friends within street block even building download free apple google simply search one word bostapp
sedia payung guys
hmz
sedia payung gerimis
air hujan menetes kepala penyakit demam flu batuk
yukk yg lg cari selempang wisudanya cek akun ku pengerjaan 1 kirim yg
widih hijau aja parkiran
bahaya
kopraid nyusul minn
lanjutken tel you oke
mohon izin min startup mahasiswa telu bagus terekspos terapresiasi
andai gua sekolahin anak telkomuniversity
mamarikanofficial recarbonindonesi
waw waw waw
selamat telu selamat prof kangady
selamat sukses telkomuniversity
kereeeeeennnn
alhamdulilah selamat prof
syaralfia gak al
minn bikin post bebek telkom jg kangen niee
nih erinfdl rinezaspnl tau kucing ikutan
meng
h0otie sitiiiii
izzatmuzhaffar kalo pawangnya kocheng gedung p
ehhhh kucing ketemu
ih
kak kalo jpa 1 tahap 2 yaa biayanya
miin batas usia mahasiswa telkom ya
aaa gemas sekaliii majikan
merinding congrats bangga alumni
kereennn
maa syaa allah
selamat sukses tel you
selamat san sukses
ntappssss
alhamdulillah bangga prof
selamat sukses tellu bpk adi wijaya
alhamdulilah selamat prof tel you oke putriku alumni tel you sukses prof
ikhsaniks dafipoint
amazing
christineyenny
barista cantik tuh hahahahaha
gamau
daftar barista disana keterima gak ya
teteh baristanya cantikk ssssyahla
barista ya ka
kaya kenal baristanya
pengen
coba pelajari konsep ikigai sesuai sih konsep
kampus telkomuniversity jurusan dipilih bidang it seni
milih jurusan kuliah emang penuh pertimbangan si ga pilih
jurusan perkochengan
jurusan ya adek2 pekerjaan menentukan karir mu depannya karna change career path susah
tips yg salah jurusan udah tingkat kak
baca naak alyatammima
lulusan telkom gmn nih kebanyakan sesuai jurusan engga
gpp jalani aja salah jurusan
